step,file,event,trigger,trigger_kind,stage,acc_before,acc_after,pos,neg,lat,correlated_detail
0,20260717_140011.txt,INIT,,,,,0,,,,
1,20260717_140039.txt,correction,robot_speed,categorical,Initial,0,1,0,0,0,
